"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-8951664","Neddylation",214,0.37045507283792,1.93768291090816,2.3112060569589e-07,8.32597889299584e-06,6.17706163105061e-06,5235,"tags=52%, list=33%, signal=35%","7311/6233/5710/26234/10116/6502/114907/84727/8878/5707/79791/5692/79728/149951/56995/26094/79754/10980/9903/29099/5696/5693/55208/55666/9817/26263/140459/6923/4738/8945/92591/23291/28991/150684/7347/5695/140461/55336/28952/5716/7322/5694/23113/5702/5701/5699/5698/26267/8453/5700/5686/8883/115290/9616/23198/23369/55294/64708/5721/5689/7316/5711/139285/10537/5691/200845/8533/170622/1642/23412/11091/5690/51130/5713/79176/5718/899/5715/10238/50813/6500/8451/10197/51138/7314/26272/84861/5720/8454/26249/5682/7428/2873/64326/8816/51667/6468/7353/23142/9040/84961/5929/10987/84085/26190/122769/7323/54951/55827/7979/51088/55527"
"R-HSA-15869","Metabolism of nucleotides",77,0.506977127642451,2.24250242012501,2.72304130564799e-07,9.57602859152875e-06,7.10447618841994e-06,5211,"tags=62%, list=33%, signal=42%","1807/158/7296/471/3615/4833/790/79077/4832/56985/654364/1716/10591/270/4831/353/1503/2618/2987/5471/54963/1633/10606/3614/204/122622/2745/100/1635/4830/8833/56474/53343/953/7295/132/83549/7084/6240/79873/4521/11164/7371/3704/3251/205/131870/2936"
"R-HSA-72649","Translation initiation complex formation",59,0.544853636505273,2.2971136407319,3.04098713752973e-07,1.0208040913935e-05,7.57336748844127e-06,1925,"tags=53%, list=12%, signal=46%","8664/6232/6204/6233/6188/6235/8662/6206/3921/6208/6223/1974/6210/6203/6193/1968/6205/6209/8666/51065/8667/3646/2197/51386/6230/8668/6201/6217/1975/6227/6218"
"R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",59,0.544853636505273,2.2971136407319,3.04098713752973e-07,1.0208040913935e-05,7.57336748844127e-06,1925,"tags=53%, list=12%, signal=46%","8664/6232/6204/6233/6188/6235/8662/6206/3921/6208/6223/1974/6210/6203/6193/1968/6205/6209/8666/51065/8667/3646/2197/51386/6230/8668/6201/6217/1975/6227/6218"
"R-HSA-5676590","NIK-->noncanonical NF-kB signaling",57,0.540719434346495,2.26636620655277,4.30741321938243e-07,1.41378873889508e-05,1.04889290324611e-05,4062,"tags=61%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/8945/23291/5695/5716/5694/5702/5701/5699/5698/5700/5686/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-5668541","TNFR2 non-canonical NF-kB pathway",92,0.466842312910585,2.15486511346701,4.61110960684988e-07,1.48056714985158e-05,1.09843594982397e-05,4176,"tags=52%, list=27%, signal=39%","608/7311/23495/6233/5710/939/5707/5692/4050/5696/5693/8945/23291/5695/5716/4049/5694/5702/5701/5699/5698/5700/5686/1147/23198/5721/5689/7316/5711/5691/959/5690/7187/5713/5718/5715/6500/10197/958/7314/7132/5720/8718/10673/8454/5682/8742/4055"
"R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1",52,0.556522709111795,2.28827702138087,5.38407122393441e-07,1.69197302079811e-05,1.25527841973476e-05,4062,"tags=63%, list=26%, signal=47%","7311/6233/5710/5707/5692/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-69239","Synthesis of DNA",109,0.440720332759114,2.09334677601756,6.76205798461718e-07,2.08074159234991e-05,1.54370665833037e-05,4062,"tags=48%, list=26%, signal=36%","7311/6233/5710/6502/5707/5692/57804/6117/51529/5696/5693/5001/29945/64682/5695/56655/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/6118/64785/5984/5721/5689/7316/5422/5711/5691/5690/4175/4171/5557/5713/5718/5715/4172/6500/10197/7314/5426/5720/4173/8697/8454/5682"
"R-HSA-68949","Orc1 removal from chromatin",66,0.517582790690128,2.22087512862863,7.40198270944922e-07,2.23116907384827e-05,1.65530913008306e-05,4062,"tags=58%, list=26%, signal=43%","7311/6233/5710/6502/5707/5692/5696/5693/5001/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/4175/4171/5713/5718/5715/4172/6500/10197/7314/5720/4173/8454/5682"
"R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",52,0.551339763890539,2.26696609505442,8.13866647813566e-07,2.33862433241348e-05,1.73503041730566e-05,4062,"tags=63%, list=26%, signal=47%","7311/6233/5710/5707/5692/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/2932/7314/5720/8454/5682"
"R-HSA-9759194","Nuclear events mediated by NFE2L2",90,0.47498112385854,2.18288306447502,8.23347767674348e-07,2.33862433241348e-05,1.73503041730566e-05,4375,"tags=57%, list=28%, signal=41%","7311/7296/6233/5710/596/8878/5707/5692/6888/5696/5693/9817/8945/5695/10061/5716/5694/5702/5701/5699/5698/5700/5686/5226/5721/3417/2539/5052/5689/7316/5711/5691/5690/5713/5718/5715/1728/6500/10197/2932/7314/7295/7086/5720/140809/8454/5682/8714/1387/4097/2033"
"R-HSA-162909","Host Interactions of HIV factors",122,0.4294903499929,2.0797664157246,7.94554295147488e-07,2.33862433241348e-05,1.73503041730566e-05,5864,"tags=64%, list=37%, signal=40%","7311/23225/6233/5710/919/5707/5692/1025/5901/7175/5696/5693/6923/8945/11097/23511/5695/79023/5716/60489/79902/8480/5694/5702/5701/5699/5698/5700/5686/5879/8021/23198/161/5721/5689/1175/7316/1173/9844/5711/5691/55690/5690/23165/5713/5718/1794/5715/163/7514/81929/51606/6500/10197/6396/7314/9688/5720/55746/5682/23279/55706/23636/4927/9631/9972/7979/2534/164/3105/292/57122/5708/4928/375/291/3932/9861"
"R-HSA-5368287","Mitochondrial translation",92,0.459564614125194,2.1212724874662,8.74808794735266e-07,2.43791054683771e-05,1.80869107312694e-05,4667,"tags=58%, list=30%, signal=41%","6183/64963/26589/64981/6182/64951/219927/64968/3396/23107/128308/64976/64960/7818/84545/116540/64949/65003/55052/6150/64965/122704/7284/79590/5018/51073/9553/51649/51021/51264/11222/51318/10884/29093/51253/64928/54460/116541/64969/56945/64979/4528/54948/10102/51650/219402/29074/63875/51023/51373/10240/64983/26284"
"R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome",55,0.547626517991624,2.25370101128013,9.67319111716848e-07,2.53466752959147e-05,1.88047528653723e-05,4314,"tags=64%, list=27%, signal=46%","7311/6233/5710/5707/5692/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/2932/7314/5720/8454/5682/2737"
"R-HSA-5362768","Hh mutants are degraded by ERAD",53,0.546112525562103,2.25153321607055,9.7817230322758e-07,2.53466752959147e-05,1.88047528653723e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/51009/5696/5693/5695/5716/27248/5694/5702/5701/5699/5698/5700/5686/84447/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin",62,0.523406801922712,2.21179317275227,9.65344991080691e-07,2.53466752959147e-05,1.88047528653723e-05,4062,"tags=56%, list=26%, signal=42%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-195253","Degradation of beta-catenin by the destruction complex",79,0.489144160904725,2.18499737368876,9.63083365608668e-07,2.53466752959147e-05,1.88047528653723e-05,4206,"tags=53%, list=27%, signal=39%","7311/3065/6233/5710/5525/5707/5692/51176/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/1487/5527/5721/5689/7316/5711/139285/5691/5690/5713/5718/5715/8312/6500/10197/2932/7314/5720/8454/5682/10023"
"R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21",60,0.532574488009128,2.24722169856422,1.15836029115172e-06,2.94982439660532e-05,2.18848105823763e-05,4062,"tags=58%, list=26%, signal=43%","7311/6233/5710/6502/1027/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/5721/5689/7316/5711/1163/5691/5690/5713/5718/5715/6500/10197/7314/1019/5720/8454/5682"
"R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D",50,0.563038477576224,2.2839715628285,1.55188632182747e-06,3.70115910519309e-05,2.74589789295942e-05,4062,"tags=64%, list=26%, signal=48%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/2932/7314/1019/5720/5682"
"R-HSA-180585","Vif-mediated degradation of APOBEC3G",52,0.543872374222396,2.23626212573288,1.51833235337549e-06,3.70115910519309e-05,2.74589789295942e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/6923/5695/5716/60489/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling",58,0.529479408733568,2.2277824646166,1.49359885816901e-06,3.70115910519309e-05,2.74589789295942e-05,4062,"tags=60%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/8945/23291/5695/5716/5694/5702/5701/5699/5698/5700/5686/1147/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-9609507","Protein localization",146,0.397157895097968,1.97366765039344,1.55363483088674e-06,3.70115910519309e-05,2.74589789295942e-05,6707,"tags=63%, list=43%, signal=36%","7311/6233/8799/56993/4358/215/51025/516/51024/26520/373156/84269/219743/5827/3421/25813/4714/6901/1384/819/10469/196743/100188893/1431/5009/54543/7322/1891/131118/7917/10901/3295/1537/498/6811/5828/8266/10063/3313/3417/7316/26061/30/8604/9409/10478/23480/400916/5824/8443/8310/7314/1528/8239/6804/83752/150274/56942/29090/10531/9804/26063/224/8540/79145/26519/122970/9512/7323/54677/617/29928/3162/506/23417/51608/3416/291/9868/51/23600/2010/5621/26515/10965/23203/54469/5264/4580/118424/134266/7416"
"R-HSA-69052","Switching of origins to a post-replicative state",82,0.471685433463312,2.11504773528761,1.6079083361608e-06,3.7696517658881e-05,2.79671274510175e-05,4062,"tags=52%, list=26%, signal=39%","7311/6233/5710/6502/5707/5692/51529/5696/5693/5001/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/4175/4171/5713/5718/5715/4172/6500/10197/7314/5720/4173/8697/8454/5682"
"R-HSA-5689603","UCH proteinases",84,0.47278470514288,2.13955291752554,1.66107424920611e-06,3.83344791574597e-05,2.84404324576243e-05,3818,"tags=51%, list=24%, signal=39%","7311/6233/5710/5707/5692/29844/8338/5696/5693/60/4738/7347/5695/5716/5694/7345/5702/5701/5699/5698/5700/5686/23198/171023/5721/5689/79913/7316/5711/5691/5690/5713/5718/5715/51377/4798/11047/125476/10197/7314/7048/221937/5720"
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C",59,0.526599075129023,2.22015205117195,1.82196996832029e-06,4.1400763741678e-05,3.07153155792943e-05,4062,"tags=58%, list=26%, signal=43%","7311/6233/5710/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-5389840","Mitochondrial translation elongation",86,0.468702709648288,2.13357463620916,1.98582391484753e-06,4.44403321549971e-05,3.29703779163681e-05,4667,"tags=59%, list=30%, signal=42%","6183/64963/26589/64981/6182/64951/219927/64968/3396/23107/128308/64976/64960/7818/84545/116540/64949/65003/55052/6150/64965/122704/7284/79590/5018/51073/9553/51649/51021/51264/11222/51318/10884/29093/51253/64928/54460/116541/64969/56945/64979/54948/10102/51650/29074/63875/51023/51373/10240/64983/26284"
"R-HSA-5358346","Hedgehog ligand biogenesis",58,0.525085918220962,2.20929687110532,2.12003175919351e-06,4.62357589349689e-05,3.43024089023288e-05,4062,"tags=59%, list=26%, signal=44%","7311/6233/5710/5707/5692/51009/5696/5693/5034/5695/5716/27248/5694/5702/5701/5699/5698/5700/5686/84447/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",65,0.512964246769921,2.20312397688302,2.12866053322809e-06,4.62357589349689e-05,3.43024089023288e-05,4062,"tags=55%, list=26%, signal=41%","7311/6233/5710/6502/5707/5692/51529/5696/5693/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/51433/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/8697/5682"
"R-HSA-9755511","KEAP1-NFE2L2 pathway",116,0.424328128327098,2.04333850579046,2.16218205898534e-06,4.62832304510341e-05,3.43376281221013e-05,4375,"tags=53%, list=28%, signal=38%","7311/7296/6233/5710/6502/596/8878/5707/5692/79728/1460/6888/5696/5693/55666/9817/8945/5695/1459/10061/5716/207/5694/5702/5701/5699/5698/5700/5686/5226/23198/6737/5721/3417/2539/5052/5689/7316/5711/139285/5691/5690/5713/5718/5715/1728/6500/10197/2932/7314/7295/7086/5720/140809/8454/5682/8714/1387/1457/4097/2033"
"R-HSA-169911","Regulation of Apoptosis",51,0.549168352407018,2.24743680968042,2.26961911345835e-06,4.78889632939711e-05,3.55289247685735e-05,4317,"tags=65%, list=27%, signal=47%","7311/6233/5710/79658/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/4976/115209"
"R-HSA-5610780","Degradation of GLI1 by the proteasome",54,0.5445820175187,2.24205223781859,2.44463994718076e-06,5.01490722498052e-05,3.72057044592861e-05,4062,"tags=61%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-5368286","Mitochondrial translation initiation",86,0.465688048916913,2.11985164391397,2.4347825280389e-06,5.01490722498052e-05,3.72057044592861e-05,4667,"tags=59%, list=30%, signal=42%","6183/64963/26589/64981/6182/64951/219927/64968/3396/23107/128308/64976/64960/7818/84545/116540/64949/65003/55052/6150/64965/122704/79590/5018/51073/9553/51649/51021/51264/11222/51318/10884/29093/51253/64928/54460/116541/64969/56945/64979/4528/54948/51650/219402/29074/63875/51023/51373/10240/64983/26284"
"R-HSA-201681","TCF dependent signaling in response to WNT",162,0.375919536275343,1.88936202656192,2.54242554506799e-06,5.14405826036358e-05,3.81638787659088e-05,4460,"tags=46%, list=28%, signal=33%","7311/3065/6233/5710/5525/5707/5692/84870/284654/51176/9580/8338/55766/1460/5696/5693/4221/8945/5695/1459/5716/9070/8313/1856/207/5694/5702/5701/1857/5699/5698/5700/5686/23198/1487/5527/5721/5689/7316/5711/139285/5691/6422/85236/25776/51339/5690/5713/5718/6259/5715/7514/84133/8312/10197/8295/8364/50964/2932/7314/123169/3020/607/5720/864/2535/5682/8362/1387/10023/1457/9736/2033/8322"
"R-HSA-2454202","Fc epsilon receptor (FCERI) signaling",125,0.402293623449544,1.96184565881928,2.59490967004427e-06,5.1792994360208e-05,3.84253338053498e-05,5354,"tags=56%, list=34%, signal=37%","10454/7311/5532/27040/6233/5710/808/5707/5692/5602/5696/5693/8945/23291/5695/5296/6464/5716/7322/5058/4775/5694/5702/5701/5699/5698/5700/5686/5588/5295/1147/5879/23198/6654/5721/5689/7316/10235/5711/5691/3708/7409/5690/5713/3702/5718/5715/6500/10197/7314/8517/2207/5720/6885/8454/3725/5682/6850/7462/5336/5601/3551/7189/2885/5970/5534/10451/7979/2534/3709"
"R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",53,0.533198892599586,2.19829240544215,2.82077195272397e-06,5.48194759759646e-05,4.06706870191919e-05,4062,"tags=60%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-8957275","Post-translational protein phosphorylation",82,0.46691672811548,2.09366475686461,2.8078722743151e-06,5.48194759759646e-05,4.06706870191919e-05,2337,"tags=30%, list=15%, signal=26%","348/2266/4240/56975/6696/375056/3270/10130/813/3956/3490/3491/5034/3488/4221/5611/652/54587/8074/3053/3487/3486/718/1000/2243"
"R-HSA-9006931","Signaling by Nuclear Receptors",219,0.345697551575625,1.80581237267007,3.06157276437276e-06,5.87265321166048e-05,4.3569340365168e-05,5040,"tags=47%, list=32%, signal=32%","348/10170/6387/4318/3065/57678/51523/596/808/1027/23189/1025/5360/2194/8338/5432/55766/341/2171/5162/7392/8644/8243/9611/10498/5436/5438/347/8854/5296/5433/6464/5959/2874/4343/10901/207/8850/5435/5295/1386/124/2289/2002/6714/55625/9126/8204/29116/200845/6908/5165/861/9687/85236/5441/344/8648/865/8841/2309/7514/1375/192670/8312/6720/9166/8364/2793/3020/216/27327/2625/9619/7376/2958/3276/3725/4313/5915/5437/8362/1387/10062/3326/6256/23028/2790/57665/2033/4316/9612/5430/1509/6722/5885/1956/26523/723790/19/27161/6319/2787"
"R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation",48,0.55233017627916,2.21757067208416,3.16900510428045e-06,6.00079556284901e-05,4.45200312220776e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",48,0.550326940178589,2.20952780602927,3.68390583295316e-06,6.71744310527385e-05,4.98368547381968e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-69610","p53-Independent DNA Damage Response",48,0.550326940178589,2.20952780602927,3.68390583295316e-06,6.71744310527385e-05,4.98368547381968e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-69613","p53-Independent G1/S DNA damage checkpoint",48,0.550326940178589,2.20952780602927,3.68390583295316e-06,6.71744310527385e-05,4.98368547381968e-05,4062,"tags=62%, list=26%, signal=46%","7311/6233/5710/5707/5692/5696/5693/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-9754678","SARS-CoV-2 modulates host translation machinery",48,0.54863264442224,2.20272531588755,4.09704272977503e-06,7.37967330716795e-05,5.4749954835633e-05,2389,"tags=54%, list=15%, signal=46%","6232/6204/6233/6188/6235/6206/3921/6208/6223/6210/6203/6633/6193/6205/6209/25929/51065/2197/6230/6637/6201/6217/6227/6218/79833/50628"
"R-HSA-5678895","Defective CFTR causes cystic fibrosis",59,0.517571764497399,2.18209273211512,4.34638955789969e-06,7.73447876749137e-05,5.73822641696078e-05,4062,"tags=59%, list=26%, signal=44%","7311/6233/5710/5707/5692/51009/5696/5693/5695/5716/27248/5694/5702/5701/5699/5698/5700/5686/23198/1080/5721/5689/7316/5711/5691/5690/5713/5718/5715/91445/10197/10613/7314/5720/5682"
"R-HSA-4641258","Degradation of DVL",54,0.5378785482848,2.21445395562504,4.63465284321104e-06,8.14926458264608e-05,6.04595690448959e-05,4062,"tags=61%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/5695/5716/1856/5694/5702/5701/1857/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/51339/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-180534","Vpu mediated degradation of CD4",50,0.550129460444993,2.23160599776318,4.77801453150234e-06,8.19004971197978e-05,6.07621547957877e-05,4062,"tags=64%, list=26%, signal=48%","7311/6233/5710/5707/5692/5696/5693/8945/5695/5716/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/5682"
"R-HSA-5619084","ABC transporter disorders",68,0.484598293514891,2.09285030455982,4.73822405828447e-06,8.19004971197978e-05,6.07621547957877e-05,3818,"tags=53%, list=24%, signal=40%","7311/6233/5710/215/5707/5692/51009/5696/5693/5695/5716/27248/5694/5702/5701/5699/5698/5700/5686/23198/1080/5721/5689/7316/5711/5691/5690/6833/5713/5718/5715/91445/10197/10613/7314/5720"
"R-HSA-5419276","Mitochondrial translation termination",86,0.457867963701351,2.08425395026838,4.82419989805173e-06,8.19004971197978e-05,6.07621547957877e-05,4667,"tags=57%, list=30%, signal=40%","6183/64963/26589/64981/6182/64951/219927/64968/3396/23107/128308/64976/64960/7818/84545/116540/64949/65003/55052/6150/64965/122704/79590/5018/51073/9553/51649/51021/51264/11222/51318/10884/29093/51253/64928/54460/116541/64969/56945/64979/54948/51650/29074/63875/51023/51373/10240/64983/26284"
"R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1",50,0.548887532712144,2.22656810472765,5.18464751600516e-06,8.60418469790968e-05,6.38346311550724e-05,4291,"tags=64%, list=27%, signal=47%","7311/6233/5710/5707/5692/5696/5693/5695/5716/472/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/64326"
"R-HSA-69242","S Phase",148,0.387923174087077,1.9359398081039,5.12845754741809e-06,8.60418469790968e-05,6.38346311550724e-05,4062,"tags=43%, list=26%, signal=32%","7311/6233/5710/994/6502/1027/5707/5692/57804/6117/51529/91768/5696/5693/5001/29945/8243/64682/5695/56655/5716/4149/207/5694/5702/5701/5699/5698/5700/5686/23198/51433/6118/64785/5984/5721/5689/7316/5422/5711/9126/1163/5691/1022/5690/4175/4171/5557/5713/5718/5715/4172/5934/6500/10197/2932/7314/5426/1019/5720/4173/8697/8454/5682"
"R-HSA-162906","HIV Infection",216,0.344603320335158,1.81151365149047,5.95741489251274e-06,9.77677977360146e-05,7.25341392176112e-05,5797,"tags=57%, list=37%, signal=36%","7311/2547/23225/6233/5710/51160/6829/919/5707/6883/5692/1025/91782/5901/5432/7175/5696/5693/2071/5436/6923/8945/2960/2068/11097/23511/5438/5695/5433/79023/5716/60489/79902/8480/5694/11198/5702/5701/5699/5698/5700/5686/5435/5879/8021/23198/161/5721/29082/5689/1175/7316/1173/9844/5711/4836/5691/6827/55690/6908/5441/1022/5690/23165/5713/8812/5718/1794/5715/8731/404672/163/7514/25920/81929/51606/6500/89853/7852/10197/6396/7314/6874/9688/5720/55746/51497/2958/5682/5437/2968/2961/23279/55706/7520/9150/23636/5430/4927/51271/5045/51534/2959/9631/9972/155382/7979/6873/7251/2534/164/3105/128866/292/57122/5708/6878/4928/8732/375/2963/291/3932"
"R-HSA-68867","Assembly of the pre-replicative complex",92,0.438808558172858,2.02546604570216,6.4028978536516e-06,0.000103923957470807,7.71014073528204e-05,4169,"tags=49%, list=27%, signal=36%","7311/6233/5710/5707/5692/51529/8338/55766/5696/5693/5001/29945/64682/5695/5716/5694/5702/5701/5699/5698/5700/5686/51433/5721/5689/7316/5711/5691/85236/5690/4175/4171/5713/5718/5715/4172/10197/8364/7314/3020/5720/4173/8697/5682/8362"
"R-HSA-5387390","Hh mutants abrogate ligand secretion",54,0.533238693672553,2.19535160541535,6.86482653260688e-06,0.000109025255792047,8.08860715386956e-05,4062,"tags=61%, list=26%, signal=45%","7311/6233/5710/5707/5692/51009/5696/5693/5695/5716/27248/5694/5702/5701/5699/5698/5700/5686/84447/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682"
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA",268,0.324403378417399,1.74582139123293,6.79131320525899e-06,0.000109025255792047,8.08860715386956e-05,5264,"tags=51%, list=33%, signal=34%","22794/23225/10992/83443/24144/10898/6430/6633/60625/9343/84321/5432/7175/9410/25804/81608/58509/6629/9716/10084/22826/51428/51645/8896/5436/3312/51503/11097/23511/5438/10212/5433/79023/9416/6637/26017/10921/79902/79622/27339/22985/10713/8480/79171/10594/9129/55339/51690/151903/79228/26097/8563/10465/5435/84991/10482/8021/11325/8449/55954/6626/10915/5511/4670/65109/84271/4809/51362/10450/1478/26121/153527/10250/6631/5441/10569/23165/84324/8106/7884/81929/5546/80145/5094/6628/9584/9128/6396/27258/8683/8926/84950/9688/2733/56259/55746/6625/1479/3185/59286/84844/5437/57819/3183/5725/10181/23279/55706/5093/55702/51593/10291/10523/27316/6429/56339/51634/23636/4236/5430/4927/23020/55100/51759/29107/51729/23350/11066/10946/3184/9631/10929/3188/9972/6638/51639"
"R-HSA-69002","DNA Replication Pre-Initiation",109,0.417470470765821,1.9829138778079,7.19034866794956e-06,0.000112980265771931,8.3820301941047e-05,4169,"tags=47%, list=27%, signal=35%","7311/6233/5710/5707/5692/6117/51529/8338/55766/5696/5693/5001/29945/64682/5695/56655/5716/5694/5702/5701/5699/5698/5700/5686/51433/6118/5721/5689/7316/5422/5711/5691/85236/5690/4175/4171/5557/5713/5718/5715/4172/10197/8364/7314/5426/3020/5720/4173/8697/5682/8362"
"R-HSA-5619115","Disorders of transmembrane transporters",134,0.396998907631082,1.93835226285012,7.38394599797044e-06,0.000114800928831604,8.51710557771438e-05,5632,"tags=60%, list=36%, signal=39%","6507/55315/7311/23225/6233/5710/215/5707/5692/5002/7175/51009/5696/5693/10559/11097/23511/5695/79023/5716/79902/285195/27248/8480/5694/5702/5701/5699/5698/5700/5686/8021/23198/1080/5721/551/4891/5689/7316/5711/5691/55343/56606/5690/6833/23165/5713/5718/5715/81929/91445/10197/7355/10613/6396/7314/30061/9688/9843/5720/55746/5682/23279/55706/10479/6575/23636/4927/6584/91319/19/9631/9972/7979/57122/5708/10568/6520/10058/4928"
"R-HSA-9604323","Negative regulation of NOTCH4 signaling",54,0.531034689293781,2.1862776867206,7.77427063236301e-06,0.000119610392958335,8.87392075470383e-05,4062,"tags=61%, list=26%, signal=45%","7311/6233/5710/5707/5692/5696/5693/5695/5716/207/5694/5702/5701/5699/5698/5700/5686/55294/5721/5689/7316/5711/5691/5690/5713/5718/5715/6500/10197/7314/5720/8454/5682"
"R-HSA-69541","Stabilization of p53",54,0.53013203689251,2.18256145340562,8.61471069585241e-06,0.000129813506670665,9.63089195340218e-05,4291,"tags=59%, list=27%, signal=43%","7311/6233/5710/5707/5692/5696/5693/5695/5716/472/5694/5702/5701/5699/5698/5700/5686/23198/5721/5689/7316/5711/5691/5690/5713/5718/5715/10197/7314/5720/5682/64326"
